company_name,high,low,last_price,prev_close,change,percent_gain
Fert and Chem,165.75,145.55,162.45,147.45,15,10.17
Hikal,392.90,351.95,385.85,351.30,34.55,9.83
Guj Amb Exports,257.85,233.85,254.55,233.65,20.9,8.95
Central Bank,28.80,26.30,28.15,26.35,1.8,6.83
NLC India,94.40,85.70,93.45,87.95,5.5,6.25
Rashtriya Chem,138.20,126.25,135.70,128.20,7.5,5.85
Siemens,"2,948.00","2,822.05","2,905.35","2,763.75",141.6,5.12
IOB,24.50,23.05,24.05,23.00,1.05,4.57
MRPL,61.40,58.00,60.85,58.35,2.5,4.28
HPCL,233.50,225.75,232.55,224.05,8.5,3.79
Aegis Logistics,341.60,324.50,336.15,323.90,12.25,3.78
HDFC AMC,"2,296.00","2,190.00","2,273.80","2,192.00",81.8,3.73
Brightcom Group,34.35,32.35,33.80,32.65,1.15,3.52
AU Small Financ,675.60,648.75,671.65,649.10,22.55,3.47
Godrej Ind,482.00,464.70,480.30,464.60,15.7,3.38
IFB Industries,984.80,914.05,939.50,909.85,29.65,3.26
Jindal Stainles,209.50,198.55,203.15,197.30,5.85,2.97
Power Finance,143.20,137.40,142.00,137.95,4.05,2.94
Bank of India,95.20,90.55,92.85,90.30,2.55,2.82
KEC Intl,436.25,423.00,434.40,422.60,11.8,2.79
Sterling Wilson,299.90,288.75,294.80,286.85,7.95,2.77
Linde India,"3,180.00","3,064.85","3,161.55","3,079.30",82.25,2.67
Indiabulls Real,93.00,87.65,91.20,88.90,2.3,2.59
Allcargo,437.00,420.40,430.00,419.50,10.5,2.5
Aster DM Health,235.35,227.40,232.90,227.25,5.65,2.49
Emami,462.85,447.05,456.95,446.00,10.95,2.46
AAVAS Financier,"1,939.00","1,890.40","1,923.50","1,878.50",45,2.4
Jyothy Labs,216.85,210.00,213.40,208.40,5,2.4
Jubilant Pharmo,382.45,371.20,380.00,371.15,8.85,2.38
APL Apollo,"1,147.00","1,116.00","1,141.45","1,115.65",25.8,2.31
Home First,776.60,745.05,762.80,746.55,16.25,2.18
Colgate,"1,623.00","1,584.95","1,619.85","1,586.45",33.4,2.11
ICICI Lombard ,"1,258.65","1,227.00","1,245.90","1,220.15",25.75,2.11
