company_name,high,low,last_price,prev_close,change,percent_gain
"Adani EnterprisAdd toWatchlist | PortfolioACTIONSOnly Buyers in Adani Enterpris on NSEAdani Enterpris Block Deal on NSE||Qty: 8,661||Deal Price: 1,746.40||Value (cr): 1.51||Time: 09:16am","1,905.95","1,685.50","1,879.50","1,607.25",272.25,16.94
"Adani PortsAdd toWatchlist | PortfolioACTIONSOnly Buyers in Adani Ports on BSEAdani Ports Block Deal on NSE||Qty: 19,511||Deal Price: 659.90||Value (cr): 1.29||Time: 09:16am",704.00,650.55,684.65,622.90,61.75,9.91
"Finolex CablesAdd toWatchlist | PortfolioACTIONSFinolex Cables Block Deal on NSE||Qty: 30,574||Deal Price: 613.60||Value (cr): 1.88||Time: 09:16am",782.95,710.00,775.85,707.50,68.35,9.66
Indigo PaintsAdd toWatchlist | PortfolioACTIONSIndigo Paints has hit 52wk low of Rs 991.30 on NSE,"1,128.00","1,001.00","1,079.50",994.80,84.7,8.51
"Union BankAdd toWatchlist | PortfolioACTIONSUnion Bank Block Deal on NSE||Qty: 185,932||Deal Price: 68.50||Value (cr): 1.27||Time: 09:16am",73.00,67.55,72.40,66.85,5.55,8.3
"Bank of MahAdd toWatchlist | PortfolioACTIONSBank of Mah Block Deal on NSE||Qty: 231,742||Deal Price: 26.15||Value (cr): 0.61||Time: 09:17am",27.85,26.25,27.70,26.00,1.7,6.54
"PB FintechAdd toWatchlist | PortfolioACTIONSPB Fintech Block Deal on NSE||Qty: 21,399||Deal Price: 575.30||Value (cr): 1.23||Time: 09:16am",601.25,566.55,598.05,561.70,36.35,6.47
Indian BankAdd toWatchlist | PortfolioACTIONSIndian Bank closes above 50-Day Moving Average of 289.17 today.,293.50,276.00,292.20,274.50,17.7,6.45
"Bank of IndiaAdd toWatchlist | PortfolioACTIONSBank of India Block Deal on NSE||Qty: 317,644||Deal Price: 78.40||Value (cr): 2.49||Time: 09:16am",80.90,76.30,80.30,75.65,4.65,6.15
"JSW EnergyAdd toWatchlist | PortfolioACTIONSJSW Energy closes above 30-Day Moving Average of 232.51 today.NEWSTrade Spotlight | JSW Energy, JBM Auto, Zensar Technologies: Your game plan for today 2023-03-01 07:32:20View all",249.65,229.10,242.65,228.85,13.8,6.03
IOBAdd toWatchlist | PortfolioACTIONSIOB closes above 30-Day Moving Average of 31.03 today.,26.05,24.55,25.85,24.40,1.45,5.94
"Angel OneAdd toWatchlist | PortfolioACTIONSAngel One has hit 52wk low of Rs 1,008.05 on NSEAngel One has hit 52wk low of Rs 1,011.10 on BSE","1,149.00","1,066.05","1,121.70","1,060.70",61,5.75
"Ambuja CementsAdd toWatchlist | PortfolioACTIONSAmbuja Cements Block Deal on NSE||Qty: 28,211||Deal Price: 381.10||Value (cr): 1.08||Time: 09:16am",399.40,375.60,391.85,370.70,21.15,5.71
"VedantaAdd toWatchlist | PortfolioACTIONSVedanta Block Deal on NSE||Qty: 45,643||Deal Price: 271.85||Value (cr): 1.24||Time: 09:18am",290.90,276.55,289.25,274.90,14.35,5.22
"ACCAdd toWatchlist | PortfolioACTIONSACC has hit 52wk low of Rs 1,693.00 on BSEACC has hit 52wk low of Rs 1,695.00 on NSE","1,916.30","1,830.00","1,894.05","1,801.35",92.7,5.15
"SBIAdd toWatchlist | PortfolioACTIONSSBI Block Deal on NSE||Qty: 19,009||Deal Price: 550.65||Value (cr): 1.05||Time: 09:16amSBI may look to cut Yes Bank stake once lock-in ends: SourcesNEWSSBI may look to cut Yes Bank stake once lock-in ends: Sources 2023-03-02 15:02:04View all",564.30,541.75,561.20,533.75,27.45,5.14
"Canara BankAdd toWatchlist | PortfolioACTIONSCanara Bank Block Deal on NSE||Qty: 97,866||Deal Price: 296.70||Value (cr): 2.90||Time: 09:16am",306.00,293.50,305.20,290.40,14.8,5.1
"Bank of BarodaAdd toWatchlist | PortfolioACTIONSBank of Baroda Block Deal on NSE||Qty: 63,830||Deal Price: 170.65||Value (cr): 1.09||Time: 09:16am",173.75,168.00,172.90,164.65,8.25,5.01
Adani Green EneAdd toWatchlist | PortfolioACTIONSOnly Buyers in Adani Green Ene on NSEOnly Buyers in Adani Green Ene on NSE,561.75,561.75,561.75,535.00,26.75,5
"Adani Total GasAdd toWatchlist | PortfolioACTIONSOnly Buyers in Adani Total Gas on NSEAdani Total Gas Block Deal on NSE||Qty: 17,143||Deal Price: 780.05||Value (cr): 1.34||Time: 09:16am",781.30,755.30,781.30,744.10,37.2,5
Adani TransAdd toWatchlist | PortfolioACTIONSOnly Buyers in Adani Trans on NSEOnly Buyers in Adani Trans on NSE,744.15,744.15,744.15,708.75,35.4,4.99
Adani WilmarAdd toWatchlist | PortfolioACTIONSOnly Buyers in Adani Wilmar on NSEOnly Buyers in Adani Wilmar on NSE,418.55,415.15,418.55,398.65,19.9,4.99
TataTeleserviceAdd toWatchlist | PortfolioACTIONSOnly Buyers in TataTeleservice on NSEOnly Buyers in TataTeleservice on NSE,64.80,64.00,64.80,61.75,3.05,4.94
