company_name,high,low,last_price,prev_close,change,percent_gain
Rail Vikas,105.30,88.35,104.60,87.75,16.85,19.2
RITES,384.00,350.95,380.10,349.70,30.4,8.69
BSE Limited,498.80,458.50,494.70,457.95,36.75,8.02
Indiabulls Real,68.30,63.80,67.80,63.50,4.3,6.77
Varroc Engineer,291.00,267.10,281.55,267.55,14,5.23
Adani Green Ene,931.45,864.90,931.15,887.10,44.05,4.97
Adani Trans,"1,013.35",965.20,"1,012.95",965.10,47.85,4.96
Adani Total Gas,935.70,890.00,935.25,891.15,44.1,4.95
Fert and Chem,351.00,326.90,346.45,330.70,15.75,4.76
Anupam Rasayan,"1,132.70","1,073.00","1,123.40","1,076.10",47.3,4.4
IFB Industries,899.70,832.35,866.85,830.90,35.95,4.33
IRFC,31.20,29.35,30.80,29.55,1.25,4.23
HUDCO,49.10,46.80,48.70,46.80,1.9,4.06
SJVN,35.00,33.55,34.70,33.35,1.35,4.05
PNB Housing Fin,447.50,429.40,444.70,428.85,15.85,3.7
ABB India,"3,355.00","3,210.05","3,336.10","3,217.40",118.7,3.69
Godfrey Phillip,"1,766.00","1,697.00","1,756.35","1,698.50",57.85,3.41
Mahindra Holida,318.05,290.20,310.10,300.00,10.1,3.37
EPL,167.50,160.15,165.75,160.40,5.35,3.34
GSFC,128.50,123.40,127.80,123.75,4.05,3.27
JK Lakshmi Cem,796.30,767.20,794.10,769.35,24.75,3.22
Clean Science,"1,436.00","1,372.00","1,422.95","1,378.65",44.3,3.21
Zomato,60.60,56.20,57.75,56.00,1.75,3.13
Marico,492.45,474.50,489.75,474.95,14.8,3.12
Raymond,"1,607.00","1,544.00","1,599.35","1,552.65",46.7,3.01
Gland,"1,376.95","1,318.20","1,349.70","1,310.45",39.25,3
Sonata,843.85,814.50,836.95,812.65,24.3,2.99
Welspun India,86.90,84.60,85.45,83.00,2.45,2.95
Shriram Finance,"1,469.30","1,395.10","1,432.75","1,392.60",40.15,2.88
MMTC Ltd,30.15,29.20,30.00,29.20,0.8,2.74
Ashok Leyland,140.75,136.50,140.15,136.45,3.7,2.71
IRB Infra,26.90,26.15,26.80,26.10,0.7,2.68
IRB Infra,26.90,26.15,26.80,26.10,0.7,2.68
Triveni Engg,291.40,284.40,290.00,282.60,7.4,2.62
Suzlon Energy,8.30,7.90,8.15,7.95,0.2,2.52
Delhivery,366.00,351.05,362.60,353.75,8.85,2.5
Jamna Auto,108.00,102.65,105.05,102.55,2.5,2.44
Sundram,"1,030.00",997.55,"1,024.75","1,000.70",24.05,2.4
Bajaj Finance,"6,092.70","5,928.70","6,075.25","5,933.75",141.5,2.38
Adani Enterpris,"1,913.75","1,801.80","1,844.60","1,801.95",42.65,2.37
Biocon,233.90,226.10,230.90,225.65,5.25,2.33
Rashtriya Chem,107.70,104.25,107.00,104.65,2.35,2.25
Shoppers Stop,631.95,607.75,623.80,610.35,13.45,2.2
Indiamart Inter,"5,398.00","5,182.50","5,318.30","5,204.40",113.9,2.19
Just Dial,681.00,662.45,678.80,664.35,14.45,2.18
Bank of Baroda,184.95,180.20,184.10,180.20,3.9,2.16
NCC,120.35,114.55,118.10,115.60,2.5,2.16
Godrej Ind,448.00,434.70,444.90,435.55,9.35,2.15
Britannia,"4,411.00","4,311.00","4,402.55","4,311.00",91.55,2.12
Amara Raja Batt,609.90,593.00,606.70,594.35,12.35,2.08
Bharat Rasayan,"9,970.90","9,541.00","9,777.05","9,580.65",196.4,2.05
Deepak Fert,610.50,592.60,606.10,594.25,11.85,1.99
Bajaj Finserv,"1,352.00","1,322.10","1,345.80","1,319.75",26.05,1.97
Bajaj Finserv,"1,352.00","1,322.10","1,345.80","1,319.75",26.05,1.97
IGL,497.70,484.50,494.70,485.15,9.55,1.97
NBCC (India),39.35,37.95,38.75,38.00,0.75,1.97
Procter&Gamble,"4,797.35","4,650.00","4,780.00","4,688.10",91.9,1.96
Siemens,"3,357.20","3,271.00","3,331.35","3,268.60",62.75,1.92
Aurobindo Pharm,604.05,581.60,600.50,589.65,10.85,1.84
IndusInd Bank,"1,127.60","1,113.10","1,121.75","1,102.00",19.75,1.79
Supreme Ind,"2,745.00","2,674.95","2,733.00","2,685.60",47.4,1.76
MCX India,"1,492.95","1,455.80","1,487.65","1,462.40",25.25,1.73
JK Paper,373.25,365.35,370.85,364.65,6.2,1.7
Polyplex Corp,"1,275.55","1,238.40","1,265.35","1,244.20",21.15,1.7
Bandhan Bank,224.80,219.50,223.40,219.80,3.6,1.64
Guj Amb Exports,278.90,266.20,271.60,267.25,4.35,1.63
Bharti Airtel,777.00,761.75,772.60,760.25,12.35,1.62
Carborundum,"1,069.00","1,032.05","1,061.95","1,045.05",16.9,1.62
Equitas Bank,70.30,68.75,69.70,68.60,1.1,1.6
Indiabulls Hsg,107.95,103.90,105.55,103.90,1.65,1.59
Motherson SWI,51.50,50.20,51.30,50.50,0.8,1.58
Canara Bank,310.95,303.75,307.70,302.95,4.75,1.57
Medplus Health,745.50,722.40,740.65,729.20,11.45,1.57
Oberoi Realty,895.90,879.25,891.30,877.65,13.65,1.56
Aster DM Health,256.50,251.00,255.05,251.15,3.9,1.55
MTAR Tech,"1,789.80","1,727.00","1,756.90","1,730.35",26.55,1.53
Finolex Ind,167.30,162.25,164.20,161.75,2.45,1.51
Graphite India,296.85,286.10,292.85,288.50,4.35,1.51
Restaurant Bran,96.90,94.75,96.30,94.90,1.4,1.48
ICICI Securitie,438.90,431.00,436.15,430.20,5.95,1.38
Endurance Techn,"1,309.95","1,275.05","1,299.90","1,282.40",17.5,1.36
Devyani Int,162.80,157.00,161.65,159.50,2.15,1.35
