company_name,high,low,last_price,prev_close,change,percent_gain
Prism Johnson,112.50,102.15,111.50,103.45,8.05,7.78
Fert and Chem,353.85,322.30,353.85,337.00,16.85,5
Carborundum,935.00,882.00,930.30,888.30,42,4.73
New India Assur,140.00,132.05,137.90,131.70,6.2,4.71
APL Apollo,"1,140.00","1,090.00","1,135.20","1,088.40",46.8,4.3
Rajesh Exports,790.00,732.05,776.55,749.05,27.5,3.67
Rashtriya Chem,140.25,130.95,134.85,130.55,4.3,3.29
Caplin Labs,755.75,724.55,745.75,724.55,21.2,2.93
Grindwell Norto,"1,899.70","1,848.80","1,894.45","1,847.20",47.25,2.56
General Insuran,204.00,189.60,201.05,196.30,4.75,2.42
GNFC,586.55,568.80,580.50,567.30,13.2,2.33
UNO Minda,541.00,526.20,538.55,526.90,11.65,2.21
Home First,761.00,736.20,755.70,739.90,15.8,2.14
3M India,"22,150.00","21,602.05","22,050.40","21,602.00",448.4,2.08
Rail Vikas,75.00,72.35,73.40,71.95,1.45,2.02
Rallis India,251.70,239.00,248.20,243.65,4.55,1.87
Havells India,"1,154.05","1,120.20","1,148.75","1,127.95",20.8,1.84
Jamna Auto,107.90,104.50,106.80,105.05,1.75,1.67
Suprajit Eng,337.40,329.85,335.05,329.95,5.1,1.55
IRB Infra,322.35,310.35,319.50,314.80,4.7,1.49
Sterling Wilson,278.90,267.55,274.35,270.35,4,1.48
Endurance Techn,"1,404.00","1,372.45","1,401.00","1,381.30",19.7,1.43
Kajaria Ceramic,"1,188.90","1,134.00","1,166.50","1,150.15",16.35,1.42
HINDPETRO,244.00,237.25,241.00,237.70,3.3,1.39
SKF India,"4,670.00","4,566.10","4,639.45","4,577.20",62.25,1.36
Wockhardt,237.65,228.70,232.20,229.10,3.1,1.35
Angel One,"1,368.75","1,322.00","1,332.55","1,315.60",16.95,1.29
Divis Labs,"3,449.00","3,390.00","3,435.55","3,393.00",42.55,1.25
Allcargo,416.85,405.00,407.95,403.00,4.95,1.23
Abbott India,"22,075.00","21,620.60","21,937.30","21,680.85",256.45,1.18
Shree Cements,"24,590.00","23,660.00","24,007.55","23,732.95",274.6,1.16
Deepak Fert,715.80,686.40,701.10,693.75,7.35,1.06
JBM Auto,536.00,493.85,522.65,517.15,5.5,1.06
Castrol,127.95,122.60,127.00,125.70,1.3,1.03
Bajaj Holdings,"5,748.00","5,619.95","5,718.15","5,660.50",57.65,1.02
MTAR Tech,"1,633.00","1,586.40","1,616.30","1,600.50",15.8,0.99
VIP Industries,690.00,678.50,686.90,680.45,6.45,0.95
Mastek,"1,749.00","1,685.00","1,724.90","1,709.15",15.75,0.92
One 97 Paytm,544.95,531.55,540.30,535.45,4.85,0.91
Privi Special,"1,164.95","1,124.95","1,156.30","1,146.25",10.05,0.88
Motilal Oswal,728.80,710.00,717.20,711.05,6.15,0.86
P and G,"14,079.65","13,820.90","14,050.80","13,933.05",117.75,0.85
ZFCVINDIA,"9,084.95","8,877.35","9,034.45","8,958.10",76.35,0.85
Triveni Turbine,248.70,243.00,246.60,244.70,1.9,0.78
Gland,"1,598.80","1,566.00","1,587.95","1,575.75",12.2,0.77
Sapphire Foods,"1,339.00","1,312.55","1,335.20","1,326.00",9.2,0.69
Ipca Labs,860.00,847.90,855.75,849.95,5.8,0.68
KEC Intl,480.95,463.00,477.30,474.30,3,0.63
Birla Corp,999.00,976.35,994.50,988.35,6.15,0.62
Blue Dart,"7,914.55","7,760.00","7,863.05","7,814.55",48.5,0.62
Chambal Fert,320.70,311.00,316.50,314.55,1.95,0.62
